Gene,Non-unique Gene name,Annotation,No. isolates,No. sequences,Avg sequences per isolate,Genome Fragment,Order within Fragment,Accessory Fragment,Accessory Order with Fragment,QC,Min group size nuc,Max group size nuc,Avg group size nuc,Scap_DM21B06,Sepi_1A04_aa,Sepi_1C01_aa,Sepi_28C03_a,Sepi_28C09_a,Sepi_29G01_a,Sepi_2A01_aa,Sepi_2C10_ad,Sepi_2D07_ad,Sepi_2d12_aa,Sepi_2E07_ad,Sepi_2g06_aa,Sepi_30A07_a,Sepi_30B01_a,Sepi_3A01_ad,Sepi_3A05_ad,Sepi_3A07_ad,Sepi_3a11_aa,Sepi_3C06_ad,Sepi_3c09_aa,Sepi_3c10_aa,Sepi_3D11_aa,Sepi_58D03_C,Sepi_58D04_C,Sepi_58F01_C,Sepi_5A02_aa,Sepi_5B11_aa,Sepi_5c01_aa,Sepi_5C04_ad,Sepi_61B02_C,Sepi_63G02_C,Sepi_6A01_aa,Sepi_6b04_aa,Sepi_6B08_ad,Sepi_6C06_aa,Sepi_6C08_ad,Sepi_6d05_aa,Sepi_6E08_ad,Sepi_7a07_aa,Sepi_7B05_aa,Sepi_8C10_ad,Sepi_9B05_ad,Sepi_9D01_ad,Sepi_9d05_aa,Sepi_9d06_aa,Sepi_9E06_aa,Sepi_DM12F07,Sepi_DM12G05,Sepi_DM12H06,Sepi_DM1B01_,Sepi_DM21A02,Sepi_DM21B07,Sepi_DM21C07,Sepi_DM21F02,Sepi_DM23A01,Sepi_DM23A02,Sepi_DM23A03,Sepi_DM23C12,Sepi_DM23E02,Sepi_DM23E06,Sepi_DM24B02,Sepi_DM24B03,Sepi_DM24B04,Sepi_DM24G04,Sepi_DM24G05,Sepi_DM2D11_,Sepi_DM2G10_,Sepi_DM2H03_,Sepi_DM39F06,Sepi_DM3A08_,Shom_28C10_a,Shom_6C072_a,Shom_DM12H05
rnhC,rnhC,Ribonuclease HIII,73,73,1.0,1,4480,,,,927,927,927.0,Scap_DM21B06_02009,Sepi_1A04_aa_01800,Sepi_1C01_aa_00231,Sepi_28C03_a_00091,Sepi_28C09_a_00329,Sepi_29G01_a_00541,Sepi_2A01_aa_01644,Sepi_2C10_ad_00136,Sepi_2D07_ad_00242,Sepi_2d12_aa_00567,Sepi_2E07_ad_00352,Sepi_2g06_aa_00995,Sepi_30A07_a_00860,Sepi_30B01_a_00091,Sepi_3A01_ad_00169,Sepi_3A05_ad_00169,Sepi_3A07_ad_01082,Sepi_3a11_aa_00312,Sepi_3C06_ad_00507,Sepi_3c09_aa_02187,Sepi_3c10_aa_00178,Sepi_3D11_aa_01027,Sepi_58D03_C_02178,Sepi_58D04_C_01486,Sepi_58F01_C_00730,Sepi_5A02_aa_00567,Sepi_5B11_aa_00571,Sepi_5c01_aa_00809,Sepi_5C04_ad_00025,Sepi_61B02_C_00025,Sepi_63G02_C_00620,Sepi_6A01_aa_00139,Sepi_6b04_aa_01112,Sepi_6B08_ad_01374,Sepi_6C06_aa_00089,Sepi_6C08_ad_00557,Sepi_6d05_aa_01010,Sepi_6E08_ad_00353,Sepi_7a07_aa_01041,Sepi_7B05_aa_00462,Sepi_8C10_ad_00517,Sepi_9B05_ad_00025,Sepi_9D01_ad_00988,Sepi_9d05_aa_01645,Sepi_9d06_aa_01522,Sepi_9E06_aa_00542,Sepi_DM12F07_00163,Sepi_DM12G05_00004,Sepi_DM12H06_00172,Sepi_DM1B01__00045,Sepi_DM21A02_00148,Sepi_DM21B07_02320,Sepi_DM21C07_00806,Sepi_DM21F02_00578,Sepi_DM23A01_01212,Sepi_DM23A02_00154,Sepi_DM23A03_00506,Sepi_DM23C12_00438,Sepi_DM23E02_00929,Sepi_DM23E06_01026,Sepi_DM24B02_00278,Sepi_DM24B03_00150,Sepi_DM24B04_01090,Sepi_DM24G04_00156,Sepi_DM24G05_00417,Sepi_DM2D11__00584,Sepi_DM2G10__01327,Sepi_DM2H03__01414,Sepi_DM39F06_01192,Sepi_DM3A08__00682,Shom_28C10_a_01640,Shom_6C072_a_00204,Shom_DM12H05_00172
kapB,kapB,Kinase-associated lipoprotein B,73,73,1.0,1,4479,,,,381,381,381.0,Scap_DM21B06_02205,Sepi_1A04_aa_00263,Sepi_1C01_aa_01708,Sepi_28C03_a_01769,Sepi_28C09_a_01781,Sepi_29G01_a_01800,Sepi_2A01_aa_01927,Sepi_2C10_ad_00702,Sepi_2D07_ad_01835,Sepi_2d12_aa_00347,Sepi_2E07_ad_01333,Sepi_2g06_aa_02033,Sepi_30A07_a_01834,Sepi_30B01_a_01419,Sepi_3A01_ad_01105,Sepi_3A05_ad_01375,Sepi_3A07_ad_01835,Sepi_3a11_aa_01019,Sepi_3C06_ad_01022,Sepi_3c09_aa_01888,Sepi_3c10_aa_00457,Sepi_3D11_aa_01701,Sepi_58D03_C_00591,Sepi_58D04_C_00352,Sepi_58F01_C_00909,Sepi_5A02_aa_00348,Sepi_5B11_aa_01990,Sepi_5c01_aa_00630,Sepi_5C04_ad_02048,Sepi_61B02_C_00809,Sepi_63G02_C_00019,Sepi_6A01_aa_01278,Sepi_6b04_aa_00287,Sepi_6B08_ad_01042,Sepi_6C06_aa_00254,Sepi_6C08_ad_01411,Sepi_6d05_aa_01213,Sepi_6E08_ad_01910,Sepi_7a07_aa_00412,Sepi_7B05_aa_01865,Sepi_8C10_ad_01587,Sepi_9B05_ad_02167,Sepi_9D01_ad_01909,Sepi_9d05_aa_01873,Sepi_9d06_aa_02102,Sepi_9E06_aa_00019,Sepi_DM12F07_02256,Sepi_DM12G05_01202,Sepi_DM12H06_00008,Sepi_DM1B01__00579,Sepi_DM21A02_01995,Sepi_DM21B07_02062,Sepi_DM21C07_01423,Sepi_DM21F02_00748,Sepi_DM23A01_00579,Sepi_DM23A02_00606,Sepi_DM23A03_00019,Sepi_DM23C12_00019,Sepi_DM23E02_00557,Sepi_DM23E06_00046,Sepi_DM24B02_02175,Sepi_DM24B03_01868,Sepi_DM24B04_00684,Sepi_DM24G04_02174,Sepi_DM24G05_01830,Sepi_DM2D11__02080,Sepi_DM2G10__01490,Sepi_DM2H03__02084,Sepi_DM39F06_01235,Sepi_DM3A08__01702,Shom_28C10_a_01438,Shom_6C072_a_01617,Shom_DM12H05_00008
ndhB,ndhB,NAD(P)H-quinone oxidoreductase subunit 2 chloroplastic,73,73,1.0,1,4476,,,,1422,1497,1495.972602739726,Scap_DM21B06_01482,Sepi_1A04_aa_00504,Sepi_1C01_aa_01821,Sepi_28C03_a_00711,Sepi_28C09_a_01984,Sepi_29G01_a_00028,Sepi_2A01_aa_00517,Sepi_2C10_ad_02014,Sepi_2D07_ad_02107,Sepi_2d12_aa_02298,Sepi_2E07_ad_01154,Sepi_2g06_aa_01792,Sepi_30A07_a_01980,Sepi_30B01_a_02149,Sepi_3A01_ad_01872,Sepi_3A05_ad_01870,Sepi_3A07_ad_02011,Sepi_3a11_aa_01565,Sepi_3C06_ad_00831,Sepi_3c09_aa_01131,Sepi_3c10_aa_01662,Sepi_3D11_aa_01130,Sepi_58D03_C_01286,Sepi_58D04_C_02430,Sepi_58F01_C_01415,Sepi_5A02_aa_01254,Sepi_5B11_aa_01415,Sepi_5c01_aa_00126,Sepi_5C04_ad_01724,Sepi_61B02_C_00983,Sepi_63G02_C_01418,Sepi_6A01_aa_00975,Sepi_6b04_aa_00060,Sepi_6B08_ad_01659,Sepi_6C06_aa_02165,Sepi_6C08_ad_00916,Sepi_6d05_aa_02451,Sepi_6E08_ad_00235,Sepi_7a07_aa_01178,Sepi_7B05_aa_02058,Sepi_8C10_ad_01430,Sepi_9B05_ad_01107,Sepi_9D01_ad_01519,Sepi_9d05_aa_02303,Sepi_9d06_aa_01276,Sepi_9E06_aa_01790,Sepi_DM12F07_01324,Sepi_DM12G05_00782,Sepi_DM12H06_01563,Sepi_DM1B01__01779,Sepi_DM21A02_01418,Sepi_DM21B07_00963,Sepi_DM21C07_01503,Sepi_DM21F02_01725,Sepi_DM23A01_01581,Sepi_DM23A02_01348,Sepi_DM23A03_01249,Sepi_DM23C12_01262,Sepi_DM23E02_01331,Sepi_DM23E06_02032,Sepi_DM24B02_01280,Sepi_DM24B03_00755,Sepi_DM24B04_00547,Sepi_DM24G04_01405,Sepi_DM24G05_02281,Sepi_DM2D11__01375,Sepi_DM2G10__01643,Sepi_DM2H03__01870,Sepi_DM39F06_00329,Sepi_DM3A08__01357,Shom_28C10_a_01824,Shom_6C072_a_01884,Shom_DM12H05_01953
group_2793,,hypothetical protein,73,73,1.0,1,4475,,,,195,195,195.0,Scap_DM21B06_01168,Sepi_1A04_aa_02403,Sepi_1C01_aa_02269,Sepi_28C03_a_01746,Sepi_28C09_a_02203,Sepi_29G01_a_01823,Sepi_2A01_aa_01168,Sepi_2C10_ad_02301,Sepi_2D07_ad_01859,Sepi_2d12_aa_00370,Sepi_2E07_ad_02321,Sepi_2g06_aa_02326,Sepi_30A07_a_02205,Sepi_30B01_a_01396,Sepi_3A01_ad_01129,Sepi_3A05_ad_01399,Sepi_3A07_ad_02216,Sepi_3a11_aa_00994,Sepi_3C06_ad_00803,Sepi_3c09_aa_02235,Sepi_3c10_aa_00192,Sepi_3D11_aa_01724,Sepi_58D03_C_00283,Sepi_58D04_C_00572,Sepi_58F01_C_00886,Sepi_5A02_aa_00370,Sepi_5B11_aa_01235,Sepi_5c01_aa_00653,Sepi_5C04_ad_02141,Sepi_61B02_C_02270,Sepi_63G02_C_02207,Sepi_6A01_aa_01254,Sepi_6b04_aa_00264,Sepi_6B08_ad_01066,Sepi_6C06_aa_00231,Sepi_6C08_ad_02339,Sepi_6d05_aa_01189,Sepi_6E08_ad_01887,Sepi_7a07_aa_02260,Sepi_7B05_aa_02194,Sepi_8C10_ad_02126,Sepi_9B05_ad_01142,Sepi_9D01_ad_02343,Sepi_9d05_aa_01848,Sepi_9d06_aa_00884,Sepi_9E06_aa_01384,Sepi_DM12F07_00304,Sepi_DM12G05_01225,Sepi_DM12H06_00031,Sepi_DM1B01__00556,Sepi_DM21A02_00001,Sepi_DM21B07_01082,Sepi_DM21C07_00505,Sepi_DM21F02_00725,Sepi_DM23A01_00556,Sepi_DM23A02_02097,Sepi_DM23A03_00360,Sepi_DM23C12_01861,Sepi_DM23E02_01077,Sepi_DM23E06_00023,Sepi_DM24B02_00420,Sepi_DM24B03_01563,Sepi_DM24B04_01519,Sepi_DM24G04_00014,Sepi_DM24G05_01807,Sepi_DM2D11__01536,Sepi_DM2G10__00271,Sepi_DM2H03__01025,Sepi_DM39F06_01701,Sepi_DM3A08__01276,Shom_28C10_a_02171,Shom_6C072_a_01641,Shom_DM12H05_00031
oatA_1~~~oatA_2,oatA_1;oatA_2,O-acetyltransferase OatA,73,73,1.0,1,4474,,,,1782,1824,1823.4246575342465,Scap_DM21B06_02266,Sepi_1A04_aa_02420,Sepi_1C01_aa_02271,Sepi_28C03_a_01748,Sepi_28C09_a_02201,Sepi_29G01_a_01821,Sepi_2A01_aa_02177,Sepi_2C10_ad_02316,Sepi_2D07_ad_01857,Sepi_2d12_aa_00367,Sepi_2E07_ad_02337,Sepi_2g06_aa_02329,Sepi_30A07_a_02203,Sepi_30B01_a_01398,Sepi_3A01_ad_01127,Sepi_3A05_ad_01397,Sepi_3A07_ad_02214,Sepi_3a11_aa_00997,Sepi_3C06_ad_00805,Sepi_3c09_aa_02237,Sepi_3c10_aa_00194,Sepi_3D11_aa_01722,Sepi_58D03_C_00285,Sepi_58D04_C_00574,Sepi_58F01_C_00888,Sepi_5A02_aa_00368,Sepi_5B11_aa_02301,Sepi_5c01_aa_00651,Sepi_5C04_ad_02143,Sepi_61B02_C_00787,Sepi_63G02_C_02205,Sepi_6A01_aa_01256,Sepi_6b04_aa_00266,Sepi_6B08_ad_01064,Sepi_6C06_aa_00233,Sepi_6C08_ad_02363,Sepi_6d05_aa_01191,Sepi_6E08_ad_01889,Sepi_7a07_aa_02275,Sepi_7B05_aa_02192,Sepi_8C10_ad_02128,Sepi_9B05_ad_01140,Sepi_9D01_ad_02345,Sepi_9d05_aa_01850,Sepi_9d06_aa_00886,Sepi_9E06_aa_01386,Sepi_DM12F07_00306,Sepi_DM12G05_01223,Sepi_DM12H06_00029,Sepi_DM1B01__00558,Sepi_DM21A02_02381,Sepi_DM21B07_02040,Sepi_DM21C07_02218,Sepi_DM21F02_00727,Sepi_DM23A01_00558,Sepi_DM23A02_02354,Sepi_DM23A03_02222,Sepi_DM23C12_02127,Sepi_DM23E02_01079,Sepi_DM23E06_00025,Sepi_DM24B02_00422,Sepi_DM24B03_01561,Sepi_DM24B04_01521,Sepi_DM24G04_00012,Sepi_DM24G05_01809,Sepi_DM2D11__01538,Sepi_DM2G10__00269,Sepi_DM2H03__01023,Sepi_DM39F06_02310,Sepi_DM3A08__01278,Shom_28C10_a_02173,Shom_6C072_a_01639,Shom_DM12H05_00029
tag,tag,DNA-3-methyladenine glycosylase 1,73,73,1.0,1,4473,,,,561,561,561.0,Scap_DM21B06_00846,Sepi_1A04_aa_01092,Sepi_1C01_aa_00469,Sepi_28C03_a_00957,Sepi_28C09_a_00052,Sepi_29G01_a_00979,Sepi_2A01_aa_02211,Sepi_2C10_ad_01561,Sepi_2D07_ad_00666,Sepi_2d12_aa_01049,Sepi_2E07_ad_00221,Sepi_2g06_aa_01169,Sepi_30A07_a_00221,Sepi_30B01_a_01731,Sepi_3A01_ad_02252,Sepi_3A05_ad_02262,Sepi_3A07_ad_00786,Sepi_3a11_aa_00172,Sepi_3C06_ad_01347,Sepi_3c09_aa_00485,Sepi_3c10_aa_01808,Sepi_3D11_aa_00254,Sepi_58D03_C_01358,Sepi_58D04_C_00946,Sepi_58F01_C_00244,Sepi_5A02_aa_00740,Sepi_5B11_aa_01793,Sepi_5c01_aa_01295,Sepi_5C04_ad_00553,Sepi_61B02_C_00679,Sepi_63G02_C_01193,Sepi_6A01_aa_01750,Sepi_6b04_aa_01886,Sepi_6B08_ad_01173,Sepi_6C06_aa_00960,Sepi_6C08_ad_00108,Sepi_6d05_aa_00525,Sepi_6E08_ad_00585,Sepi_7a07_aa_01376,Sepi_7B05_aa_00253,Sepi_8C10_ad_00200,Sepi_9B05_ad_01314,Sepi_9D01_ad_01172,Sepi_9d05_aa_01112,Sepi_9d06_aa_00712,Sepi_9E06_aa_00916,Sepi_DM12F07_00383,Sepi_DM12G05_00283,Sepi_DM12H06_01281,Sepi_DM1B01__00520,Sepi_DM21A02_01006,Sepi_DM21B07_00891,Sepi_DM21C07_01415,Sepi_DM21F02_00357,Sepi_DM23A01_00176,Sepi_DM23A02_00681,Sepi_DM23A03_00961,Sepi_DM23C12_01031,Sepi_DM23E02_00449,Sepi_DM23E06_00455,Sepi_DM24B02_00730,Sepi_DM24B03_01082,Sepi_DM24B04_01662,Sepi_DM24G04_00657,Sepi_DM24G05_01268,Sepi_DM2D11__01029,Sepi_DM2G10__02036,Sepi_DM2H03__00063,Sepi_DM39F06_00842,Sepi_DM3A08__00111,Shom_28C10_a_00253,Shom_6C072_a_01349,Shom_DM12H05_01423
fpgS,fpgS,Folylpolyglutamate synthase,73,73,1.0,1,4471,,,,1266,1266,1266.0,Scap_DM21B06_00844,Sepi_1A04_aa_01090,Sepi_1C01_aa_00467,Sepi_28C03_a_00955,Sepi_28C09_a_00054,Sepi_29G01_a_00977,Sepi_2A01_aa_02209,Sepi_2C10_ad_01563,Sepi_2D07_ad_00664,Sepi_2d12_aa_01047,Sepi_2E07_ad_00219,Sepi_2g06_aa_01171,Sepi_30A07_a_00219,Sepi_30B01_a_01729,Sepi_3A01_ad_02254,Sepi_3A05_ad_02264,Sepi_3A07_ad_00788,Sepi_3a11_aa_00170,Sepi_3C06_ad_01345,Sepi_3c09_aa_00483,Sepi_3c10_aa_01806,Sepi_3D11_aa_00252,Sepi_58D03_C_01360,Sepi_58D04_C_00944,Sepi_58F01_C_00246,Sepi_5A02_aa_00742,Sepi_5B11_aa_01791,Sepi_5c01_aa_01293,Sepi_5C04_ad_00551,Sepi_61B02_C_00677,Sepi_63G02_C_01191,Sepi_6A01_aa_01752,Sepi_6b04_aa_00106,Sepi_6B08_ad_01175,Sepi_6C06_aa_00962,Sepi_6C08_ad_00110,Sepi_6d05_aa_00527,Sepi_6E08_ad_00587,Sepi_7a07_aa_01374,Sepi_7B05_aa_00251,Sepi_8C10_ad_00198,Sepi_9B05_ad_01316,Sepi_9D01_ad_01170,Sepi_9d05_aa_01114,Sepi_9d06_aa_00710,Sepi_9E06_aa_00918,Sepi_DM12F07_00381,Sepi_DM12G05_00285,Sepi_DM12H06_01283,Sepi_DM1B01__00518,Sepi_DM21A02_01004,Sepi_DM21B07_00893,Sepi_DM21C07_01417,Sepi_DM21F02_00355,Sepi_DM23A01_00178,Sepi_DM23A02_00679,Sepi_DM23A03_00959,Sepi_DM23C12_01033,Sepi_DM23E02_00447,Sepi_DM23E06_00457,Sepi_DM24B02_00728,Sepi_DM24B03_01084,Sepi_DM24B04_01664,Sepi_DM24G04_00659,Sepi_DM24G05_01270,Sepi_DM2D11__01027,Sepi_DM2G10__02034,Sepi_DM2H03__00061,Sepi_DM39F06_00840,Sepi_DM3A08__00113,Shom_28C10_a_00251,Shom_6C072_a_01351,Shom_DM12H05_01421
recD2,recD2,ATP-dependent RecD-like DNA helicase,73,73,1.0,1,4470,,,,2433,2433,2433.0,Scap_DM21B06_00810,Sepi_1A04_aa_01056,Sepi_1C01_aa_00433,Sepi_28C03_a_01127,Sepi_28C09_a_00088,Sepi_29G01_a_00943,Sepi_2A01_aa_00208,Sepi_2C10_ad_01597,Sepi_2D07_ad_00629,Sepi_2d12_aa_01012,Sepi_2E07_ad_00185,Sepi_2g06_aa_01205,Sepi_30A07_a_00185,Sepi_30B01_a_00988,Sepi_3A01_ad_01490,Sepi_3A05_ad_00384,Sepi_3A07_ad_00822,Sepi_3a11_aa_01248,Sepi_3C06_ad_01311,Sepi_3c09_aa_00448,Sepi_3c10_aa_01768,Sepi_3D11_aa_00218,Sepi_58D03_C_02379,Sepi_58D04_C_00910,Sepi_58F01_C_00280,Sepi_5A02_aa_00776,Sepi_5B11_aa_01757,Sepi_5c01_aa_01259,Sepi_5C04_ad_00517,Sepi_61B02_C_00642,Sepi_63G02_C_01157,Sepi_6A01_aa_02089,Sepi_6b04_aa_02244,Sepi_6B08_ad_02002,Sepi_6C06_aa_00996,Sepi_6C08_ad_00144,Sepi_6d05_aa_00561,Sepi_6E08_ad_00621,Sepi_7a07_aa_00869,Sepi_7B05_aa_00217,Sepi_8C10_ad_00164,Sepi_9B05_ad_01350,Sepi_9D01_ad_01136,Sepi_9d05_aa_01151,Sepi_9d06_aa_00676,Sepi_9E06_aa_02318,Sepi_DM12F07_00346,Sepi_DM12G05_01979,Sepi_DM12H06_01318,Sepi_DM1B01__00484,Sepi_DM21A02_00970,Sepi_DM21B07_00927,Sepi_DM21C07_01786,Sepi_DM21F02_00321,Sepi_DM23A01_00212,Sepi_DM23A02_00644,Sepi_DM23A03_00925,Sepi_DM23C12_01067,Sepi_DM23E02_00413,Sepi_DM23E06_00491,Sepi_DM24B02_00694,Sepi_DM24B03_01119,Sepi_DM24B04_01699,Sepi_DM24G04_00693,Sepi_DM24G05_01305,Sepi_DM2D11__00993,Sepi_DM2G10__00916,Sepi_DM2H03__00027,Sepi_DM39F06_00806,Sepi_DM3A08__00147,Shom_28C10_a_00217,Shom_6C072_a_02121,Shom_DM12H05_01386
opuD,opuD,Glycine betaine transporter OpuD,73,73,1.0,1,4468,,,,1641,1641,1641.0,Scap_DM21B06_00247,Sepi_1A04_aa_01582,Sepi_1C01_aa_01677,Sepi_28C03_a_01189,Sepi_28C09_a_01526,Sepi_29G01_a_00788,Sepi_2A01_aa_01411,Sepi_2C10_ad_01212,Sepi_2D07_ad_00052,Sepi_2d12_aa_00755,Sepi_2E07_ad_00542,Sepi_2g06_aa_00460,Sepi_30A07_a_01454,Sepi_30B01_a_01141,Sepi_3A01_ad_00790,Sepi_3A05_ad_01434,Sepi_3A07_ad_00247,Sepi_3a11_aa_00678,Sepi_3C06_ad_02110,Sepi_3c09_aa_00849,Sepi_3c10_aa_00776,Sepi_3D11_aa_02237,Sepi_58D03_C_01381,Sepi_58D04_C_01678,Sepi_58F01_C_00542,Sepi_5A02_aa_01868,Sepi_5B11_aa_00246,Sepi_5c01_aa_00997,Sepi_5C04_ad_00258,Sepi_61B02_C_00216,Sepi_63G02_C_00430,Sepi_6A01_aa_00330,Sepi_6b04_aa_01843,Sepi_6B08_ad_00154,Sepi_6C06_aa_01905,Sepi_6C08_ad_01926,Sepi_6d05_aa_00821,Sepi_6E08_ad_02051,Sepi_7a07_aa_00619,Sepi_7B05_aa_00696,Sepi_8C10_ad_01350,Sepi_9B05_ad_00261,Sepi_9D01_ad_00361,Sepi_9d05_aa_01412,Sepi_9d06_aa_02220,Sepi_9E06_aa_01056,Sepi_DM12F07_01887,Sepi_DM12G05_01926,Sepi_DM12H06_02071,Sepi_DM1B01__00231,Sepi_DM21A02_00340,Sepi_DM21B07_00247,Sepi_DM21C07_00133,Sepi_DM21F02_00064,Sepi_DM23A01_00470,Sepi_DM23A02_01910,Sepi_DM23A03_01523,Sepi_DM23C12_01702,Sepi_DM23E02_00153,Sepi_DM23E06_01418,Sepi_DM24B02_01966,Sepi_DM24B03_01670,Sepi_DM24B04_01818,Sepi_DM24G04_01998,Sepi_DM24G05_00231,Sepi_DM2D11__01721,Sepi_DM2G10__01282,Sepi_DM2H03__01475,Sepi_DM39F06_02110,Sepi_DM3A08__00406,Shom_28C10_a_01688,Shom_6C072_a_00014,Shom_DM12H05_01867
yvyI~~~manA,;yvyI;manA,hypothetical protein;Putative mannose-6-phosphate isomerase YvyI;Mannose-6-phosphate isomerase ManA,73,77,1.0547945205479452,1,4467,,,,183,951,898.7922077922078,Scap_DM21B06_02118,Sepi_1A04_aa_02215,Sepi_1C01_aa_00606,Sepi_28C03_a_02288,Sepi_28C09_a_02094,Sepi_29G01_a_01540,Sepi_2A01_aa_01694,Sepi_2C10_ad_02063,Sepi_2D07_ad_00295,Sepi_2d12_aa_01951,Sepi_2E07_ad_00765,Sepi_2g06_aa_01093,Sepi_30A07_a_02039,Sepi_30B01_a_01213,Sepi_3A01_ad_01663,Sepi_3A05_ad_01651,Sepi_3A07_ad_01927,Sepi_3a11_aa_01736,Sepi_3C06_ad_01949,Sepi_3c09_aa_00603,Sepi_3c10_aa_01889,Sepi_3D11_aa_00541,Sepi_58D03_C_01790,Sepi_58D04_C_02065,Sepi_58F01_C_01722,Sepi_5A02_aa_01404,Sepi_5B11_aa_01870,Sepi_5c01_aa_02165,Sepi_5C04_ad_01104,Sepi_61B02_C_01865,Sepi_63G02_C_00956,Sepi_6A01_aa_01898,Sepi_6b04_aa_01515,Sepi_6B08_ad_00979,Sepi_6C06_aa_00409,Sepi_6C08_ad_01437,Sepi_6d05_aa_02140,Sepi_6E08_ad_01525,Sepi_7a07_aa_01654,Sepi_7B05_aa_01940,Sepi_8C10_ad_01105,Sepi_9B05_ad_01780,Sepi_9D01_ad_01107,Sepi_9d05_aa_00235,Sepi_9d06_aa_01800,Sepi_9E06_aa_01410,Sepi_DM12F07_00957,Sepi_DM12G05_01844,Sepi_DM12H06_00461,Sepi_DM1B01__00995,Sepi_DM21A02_01936,Sepi_DM21B07_02218,Sepi_DM21C07_00170,Sepi_DM21F02_01689,Sepi_DM23A01_01070,Sepi_DM23A02_01290,Sepi_DM23A03_02009,Sepi_DM23C12_01981,Sepi_DM23E02_01534,Sepi_DM23E06_00805,Sepi_DM24B02_02093,Sepi_DM24B03_00393;Sepi_DM24B03_00392,Sepi_DM24B04_00126;Sepi_DM24B04_00127,Sepi_DM24G04_01355,Sepi_DM24G05_00726;Sepi_DM24G05_00727,Sepi_DM2D11__00865,Sepi_DM2G10__00848,Sepi_DM2H03__00627,Sepi_DM39F06_01539;Sepi_DM39F06_01538,Sepi_DM3A08__02028,Shom_28C10_a_01749,Shom_6C072_a_00609,Shom_DM12H05_00574
group_2788,,N-acetylmuramoyl-L-alanine amidase domain-containing protein,73,73,1.0,1,4464,,,,1968,1977,1975.2739726027398,Scap_DM21B06_02120,Sepi_1A04_aa_02213,Sepi_1C01_aa_00604,Sepi_28C03_a_02290,Sepi_28C09_a_02096,Sepi_29G01_a_01538,Sepi_2A01_aa_01696,Sepi_2C10_ad_02065,Sepi_2D07_ad_00297,Sepi_2d12_aa_01953,Sepi_2E07_ad_00763,Sepi_2g06_aa_01095,Sepi_30A07_a_02041,Sepi_30B01_a_01211,Sepi_3A01_ad_01665,Sepi_3A05_ad_01649,Sepi_3A07_ad_01925,Sepi_3a11_aa_01738,Sepi_3C06_ad_01951,Sepi_3c09_aa_00605,Sepi_3c10_aa_01891,Sepi_3D11_aa_00543,Sepi_58D03_C_01788,Sepi_58D04_C_02067,Sepi_58F01_C_01720,Sepi_5A02_aa_01402,Sepi_5B11_aa_01868,Sepi_5c01_aa_02167,Sepi_5C04_ad_01102,Sepi_61B02_C_01863,Sepi_63G02_C_00954,Sepi_6A01_aa_01900,Sepi_6b04_aa_01517,Sepi_6B08_ad_00977,Sepi_6C06_aa_00407,Sepi_6C08_ad_01435,Sepi_6d05_aa_02142,Sepi_6E08_ad_01527,Sepi_7a07_aa_01656,Sepi_7B05_aa_01938,Sepi_8C10_ad_01107,Sepi_9B05_ad_01778,Sepi_9D01_ad_01109,Sepi_9d05_aa_00233,Sepi_9d06_aa_01802,Sepi_9E06_aa_01408,Sepi_DM12F07_00959,Sepi_DM12G05_01842,Sepi_DM12H06_00463,Sepi_DM1B01__00993,Sepi_DM21A02_01934,Sepi_DM21B07_02220,Sepi_DM21C07_00168,Sepi_DM21F02_01687,Sepi_DM23A01_01068,Sepi_DM23A02_01292,Sepi_DM23A03_02011,Sepi_DM23C12_01983,Sepi_DM23E02_01532,Sepi_DM23E06_00803,Sepi_DM24B02_02091,Sepi_DM24B03_00390,Sepi_DM24B04_00129,Sepi_DM24G04_01357,Sepi_DM24G05_00729,Sepi_DM2D11__00863,Sepi_DM2G10__00850,Sepi_DM2H03__00629,Sepi_DM39F06_01541,Sepi_DM3A08__02030,Shom_28C10_a_01751,Shom_6C072_a_00611,Shom_DM12H05_00576
